1	155063721	+
1	155136292	+
1	155173325	-
1	155195426	+
1	155241262	-
1	155308813	+
1	155308832	+
1	155310087	+
1	155563248	+
1	15585023	-
1	156002618	-
1	156020967	-
1	156054751	+
1	156136937	+
1	156194117	+
1	156213061	+
1	156213064	+
1	156282807	-
1	156338184	-
1	156338275	-
1	156338542	+
1	156601441	-
1	156728412	-
1	156741189	-
1	156751937	-
11	5689629	+
11	5689648	+
11	5689663	+
1	156897375	+
1	156897378	+
11	56910380	+
1	157045770	-
11	57322322	-
11	57335904	-
11	57460568	+
1	1574631	-
1	1574884	-
1	1574947	+
11	57530702	-
11	57530720	-
11	576446	+
11	576503	+
11	57668051	+
11	57712238	-
11	57712516	+
11	57712639	+
11	57741398	+
11	57741532	+
11	57761938	+
11	58578083	-
11	58580020	+
11	59109559	+
11	59143242	+
11	59556425	+
1	159918528	-
1	159925478	-
1	160262487	-
1	160343227	-
1	160414586	+
11	60906436	-
1	160934353	-
1	160954421	-
1	161021130	-
1	161045896	-
1	161119214	+
1	161132599	-
1	161132786	-
1	161154129	-
1	161307459	-
1	161328452	+
1	161328482	+
1	161328484	+
11	61392646	+
11	61393260	+
1	1615764	-
1	161766244	+
11	61792882	+
11	61816306	+
11	62124109	+
1	162561573	+
11	62601664	-
11	62646666	-
11	62672336	-
11	62706286	-
11	62761553	+
11	62761595	+
11	62787226	-
11	62792024	-
11	62832076	-
11	62841725	-
11	62841809	-
11	62854937	-
11	62881968	+
11	6319757	-
1	163321715	-
11	63614054	-
11	63614407	-
11	63671640	-
11	63681598	+
11	63839126	+
11	63945897	+
11	63974620	+
11	63986413	+
11	64193102	+
11	64240955	+
11	64241036	+
11	64245982	+
11	64270253	+
11	64270264	+
11	64271423	-
11	64317541	-
1	164559989	+
11	64773492	-
11	6481457	-
11	64855069	-
11	64855773	-
11	64924220	+
11	65014205	+
11	65040928	+
11	65041473	+
11	65096170	+
11	65122188	-
11	65261989	+
11	65499045	+
11	65499157	+
11	65558230	-
11	65615011	-
11	65615251	-
1	165631273	+
1	165698562	-
1	165698778	+
1	165768854	-
1	165827584	+
11	65858101	-
11	65888412	-
11	65888418	-
11	65919034	-
11	66021144	-
11	66052348	+
11	66119885	+
11	66268617	+
11	66336417	-
11	66347593	-
11	66348118	+
1	166747336	+
1	166747349	+
11	66856555	+
11	66856611	+
1	16686251	-
1	166876170	-
11	67056818	+
1	167220056	-
1	167220536	-
1	167220915	+
11	67353434	-
11	67465296	-
11	67483051	+
11	67508191	-
1	167553779	-
1	167935960	-
1	167936114	-
1	167937689	+
11	68030731	+
11	68047689	+
1	168179387	+
1	168200032	+
11	68213328	-
1	168226020	+
11	68684513	+
11	68841838	-
11	68898001	-
11	68900571	-
11	68900576	-
1	169106323	+
11	6926361	+
11	69299204	+
1	169367991	+
1	169367996	+
1	169427439	-
1	169485970	-
1	169793852	-
1	169794784	+
1	169893910	-
1	17011972	-
11	70203267	+
11	70203306	+
1	17054111	-
1	170616183	+
1	171485511	+
11	72069901	-
11	72097472	-
11	72099183	-
11	72224228	+
11	72280217	+
1	1724336	-
1	1724339	-
11	72434515	-
1	1724474	+
11	72722343	-
11	72794064	-
11	73100357	-
11	73218564	+
11	73272244	+
1	173477041	-
1	173477386	+
11	73675909	-
11	73761086	-
11	73787856	+
1	173828335	+
1	173865506	-
1	173868380	+
11	73876823	-
1	173994660	-
11	74254556	+
11	74279740	-
11	74288349	-
1	17439721	-
11	74493106	-
11	74592623	+
11	74594070	+
11	74604724	+
1	1746070	-
1	174799685	+
1	174999650	-
1	174999658	-
1	175000066	+
1	175023459	-
11	75100576	+
11	75399572	+
1	17580481	+
11	7605826	+
11	76381377	+
11	77073543	+
11	77191707	+
11	77474019	-
11	77735232	-
11	78139574	-
1	178325819	+
11	78574766	-
1	179143032	-
1	179293753	+
11	7987320	+
1	179877754	-
1	179882324	+
11	7992148	+
11	810305	+
11	819572	+
1	182589222	-
11	82900419	-
1	182982291	-
11	83193689	-
1	183235243	+
11	83286367	-
11	83286479	+
11	836139	+
1	183635803	-
1	183805156	+
1	184037563	-
1	184037627	-
11	842529	-
1	184387112	+
1	18481010	+
11	849856	+
1	185045489	+
1	185157192	+
11	85531580	-
11	85631696	+
11	86069853	-
11	86244790	+
11	86302298	+
11	86302351	+
11	86801730	+
11	87038006	+
11	8717997	-
11	87860467	-
11	8877467	-
1	18902762	-
1	18902767	-
1	1891070	-
1	18956631	-
11	8964947	-
11	90282563	+
1	190476010	-
1	19081646	-
1	19081675	-
1	19210106	-
1	19210480	+
1	19210523	+
11	92224753	+
1	19251820	+
11	92843832	+
1	193059387	-
1	19339294	-
11	93543324	-
11	93661712	+
11	93747303	+
11	9384590	+
11	94493908	-
11	94496641	+
11	94544387	+
11	9471324	+
11	94747471	+
11	94747698	+
11	94973556	-
11	94973738	+
11	95066890	+
11	95066901	+
11	95066939	+
11	95067735	+
11	952751	+
11	9573701	+
11	95790485	+
1	19596914	+
11	96343230	-
11	96343236	-
1	197155666	-
1	197774954	-
1	200027597	+
1	200042788	+
1	200379356	-
1	200483459	-
1	200620767	-
1	201023927	+
1	201171556	-
1	201468477	-
1	201469115	-
1	201507379	-
1	201829203	+
1	201829528	-
1	201955491	+
1	201955534	+
1	201957342	+
1	201983400	+
1	202767507	-
1	203626819	+
1	203795537	+
1	203795565	+
1	203861603	+
1	203861627	+
1	203903998	-
1	204494724	-
1	204516394	+
1	204562449	-
1	205105131	-
1	205321782	-
1	205351410	+
1	205750242	-
1	205813160	-
1	20613624	+
1	206470525	+
1	206612413	-
1	207025527	-
1	207053248	+
1	207053355	+
1	207645101	+
1	207708981	-
1	207752086	+
1	207848349	-
1	209790903	-
12	100009891	-
12	100200911	+
12	100200912	+
12	100204944	+
12	100267197	+
12	100573764	+
12	100594882	+
12	101697467	+
12	101877761	+
12	102061302	-
12	102120227	+
1	210374204	-
12	103930304	+
12	103965933	+
12	104177735	-
12	104288925	+
12	104288927	+
12	104288929	+
1	210598494	+
12	10613538	-
12	106301998	+
12	106357776	+
12	106357806	+
12	107685834	+
12	108561430	-
12	108730653	-
12	109093452	-
12	109098207	+
12	110403635	-
12	110450298	-
12	110468277	-
12	110468437	+
12	110742914	-
12	110742952	-
12	111599293	-
12	111686092	+
12	111686105	+
12	11171207	+
12	11171557	-
12	111841930	-
12	111842183	+
12	112013394	+
12	112125514	+
12	112125525	+
12	112167870	-
12	112409563	-
1	211259827	+
12	112906867	+
12	112907109	+
12	112938294	+
12	113114635	-
12	113114638	-
12	113185560	+
12	113185587	+
12	113221060	-
12	114683388	-
12	116381547	+
12	11649653	+
12	11649688	+
1	211661215	-
1	211675591	-
1	211747296	-
12	118016744	+
12	118016765	+
12	119877276	-
12	120116780	-
12	120194700	-
12	120199444	-
12	120291827	-
12	120291903	-
12	120293237	-
1	212035780	+
1	212035793	+
12	120438113	+
12	120438118	+
12	120438123	+
12	120438124	+
12	120438391	+
12	120446352	-
12	120446473	+
12	120446476	+
12	120496113	+
12	120498074	+
12	120534377	+
12	120581366	-
12	121352354	-
12	121352440	-
12	121580250	-
12	121803976	+
12	122064333	+
12	12215100	-
12	122203457	+
12	122224585	-
12	122224610	-
12	12248972	+
12	122500860	-
1	212285391	+
1	212285577	+
12	123272251	-
12	123458152	+
12	123463092	+
12	123633860	+
12	123712339	+
12	123973296	+
12	124389323	-
12	124863935	-
12	124914091	-
12	124914621	-
12	124914650	-
12	12562685	-
1	212791765	-
1	212791793	-
12	12804771	+
12	12813433	+
12	12813442	+
12	12813446	+
12	12850966	+
1	213015776	-
12	130872112	+
12	131949989	+
12	13196746	+
12	132710675	+
12	132710867	+
12	132825778	+
12	132829050	-
12	132887544	-
1	213987895	+
1	214281173	+
1	214483183	-
12	14774369	+
12	14803355	-
12	16347677	+
12	16347679	+
12	16354327	+
1	217631067	-
1	217631365	+
1	217648911	+
1	218285311	+
1	218285389	+
1	218489219	+
1	219092267	-
1	219173850	+
1	220046440	-
1	220046477	-
1	220089757	-
1	220272488	-
12	20369696	+
12	20450001	-
12	20492759	+
1	220748348	+
12	20822539	+
12	21448295	-
12	21501765	+
12	21657810	-
1	221742117	-
12	21774761	-
12	21941264	-
1	222589823	-
1	222589915	-
1	222590211	+
1	223655027	-
1	223712618	+
1	22428853	+
1	224326449	-
1	224434835	-
1	224929692	+
12	24949162	-
12	24949191	-
12	25250902	-
1	225428821	-
1	225653087	-
1	225777987	+
1	225924175	-
1	225999322	-
1	225999332	-
1	226408090	-
12	26938514	+
12	27026449	+
1	227317597	-
12	27710801	+
1	227735389	-
12	2795025	+
12	27970026	-
1	228099106	+
1	228103301	-
12	2812652	+
1	228146863	+
1	228457899	-
1	228487076	-
1	229321581	-
12	29381250	-
1	229508371	-
1	229549318	-
12	2959344	+
12	2959385	+
1	229625641	-
1	229626122	-
1	230067211	+
1	230090380	+
1	230426296	-
1	231241144	-
1	231241152	-
1	231241342	+
1	231241351	+
12	31325743	-
1	231337884	-
12	31368927	-
12	31368936	-
1	231420355	-
1	231528554	-
1	231528700	+
1	231528702	+
12	31729239	+
12	32399842	+
12	32534298	+
12	32755250	-
12	32755862	-
1	232950708	+
1	233112880	-
1	234479193	-
1	234608179	-
1	235128871	-
1	23531311	-
1	235328992	+
1	23559529	-
1	236395074	+
1	236395493	+
1	236795279	+
1	23693805	+
1	23743494	+
12	38316790	+
12	38316809	+
12	389309	-
12	405529	+
1	240636944	-
1	241519711	-
1	241848191	+
12	42144667	-
12	42326064	-
12	42351949	+
12	4273803	+
12	4321231	+
1	243487844	+
12	43755238	-
12	43804499	-
1	24401390	-
1	24401422	-
1	24413760	-
1	244451881	-
1	244706425	+
1	244862970	-
1	244864512	-
1	244969953	+
12	45187469	-
12	45216001	+
12	4538481	-
12	4604923	+
12	4649141	+
1	246566227	-
1	247078781	-
12	47223744	+
12	47706116	+
12	47820639	-
12	47820641	-
12	48105871	-
12	48153509	-
12	48153527	-
12	48716753	-
1	248826343	+
1	248838247	+
1	248838382	+
1	248858948	-
12	48925547	-
12	48936405	-
12	48957555	-
12	49060573	-
12	49060778	-
12	49131395	-
12	49131422	-
12	49189034	-
12	49265082	+
12	49265108	+
12	49297556	-
12	49707591	-
12	49752494	+
12	49752500	+
12	50085231	+
12	50112184	+
12	50222611	-
12	50283520	-
12	50924719	+
12	52192046	-
12	52192050	-
12	52221954	+
12	52253764	-
12	52254270	-
12	52288119	-
12	52288132	-
12	52288139	-
12	52288145	-
12	52288147	-
12	52305238	+
12	52305241	+
12	52305243	+
1	25247079	-
12	52905076	-
12	52949081	+
12	53006700	+
12	53049958	-
12	53153258	+
12	53252108	+
12	53299981	+
12	53300157	+
12	53321542	-
12	53441647	+
12	53443406	+
12	53676063	-
12	53938897	+
12	53985095	+
12	54000102	+
12	54000130	+
12	54000171	+
12	54016890	+
12	54419288	-
12	55681604	+
12	55681755	+
12	55728324	-
12	55803721	-
12	55817676	-
12	55817927	-
12	55818055	+
12	55818085	+
12	55927128	-
12	55927964	-
12	55966847	+
12	56041906	+
12	56041940	+
12	56104574	+
12	56116697	+
12	56116704	+
12	56316019	-
12	56316082	-
12	56334161	+
12	56468542	+
12	56468589	+
12	56521831	+
12	56636348	-
12	56636351	-
12	56643560	-
12	56646018	-
12	56688224	-
12	56688251	-
12	56688257	-
12	56713639	-
12	57111320	-
12	57430442	-
12	57455281	+
12	57455524	+
12	57459999	+
12	57606208	+
12	57694173	+
12	57726302	+
12	57846693	-
12	57936009	-
12	57936096	-
1	25904723	-
1	25906419	-
1	26169919	+
1	26169927	+
12	6200485	+
12	62294271	+
1	26246754	+
12	62602822	+
1	26280057	+
1	26280099	+
12	632448	+
12	6375953	-
12	6385060	+
1	26472401	+
1	26472420	+
12	6493248	-
12	6494001	+
12	6534491	+
12	6536550	+
12	65824702	+
12	6608459	-
12	66302520	+
1	26695679	+
12	6724275	+
12	6766150	+
12	6766504	+
12	68209574	+
12	6827613	+
12	6827698	+
1	26863177	+
12	68746164	+
12	68808202	+
12	69348358	+
12	6943817	+
12	6944047	+
12	6944630	-
12	69585443	+
12	69585496	+
12	6970898	+
12	70243466	+
12	70366778	+
12	7092412	-
1	27155155	-
12	71664358	+
12	71872087	+
12	71872090	+
12	7189933	+
1	27322266	+
12	75390855	-
12	75391231	+
12	75480806	+
12	75511716	-
12	75766882	-
12	75944667	-
12	76030674	-
12	76348362	-
12	76559698	-
12	76879216	+
1	27773195	+
12	77940168	+
1	27914549	-
12	79690562	-
12	79935264	+
12	82358500	+
1	28236095	+
1	28236165	+
1	28259504	+
1	28329083	+
1	28643037	-
1	28643264	+
1	28648636	+
1	28648686	+
1	28737796	+
12	8949588	-
12	8949622	-
12	91111473	-
1	29181770	-
12	92146288	+
12	93377909	+
12	93401592	+
12	93566948	-
12	93571050	+
12	93641615	-
12	93677352	+
12	94548225	+
12	95003646	-
12	95116961	-
12	95217409	-
12	95474124	+
12	95842575	-
12	96035550	-
12	96194474	+
12	96489588	+
12	96517639	+
12	98501003	-
12	98515659	+
12	98516491	-
12	98516515	-
12	98593708	+
12	98644770	-
12	98645230	+
12	990567	+
12	99840469	-
13	100089115	+
13	100674915	-
13	102798964	-
13	102798998	-
1	31065658	-
13	106568164	-
13	109272143	+
13	109786627	-
13	109786629	-
13	110307185	-
13	110713646	+
1	31108603	-
13	113449119	-
13	113491004	+
13	19633669	+
13	19782890	-
13	19863840	+
13	20065796	+
13	20086213	+
1	32013854	+
1	32072996	+
13	20902774	-
13	21061549	-
13	21140546	+
13	21176696	+
13	21375026	-
13	21566911	-
13	21604151	-
1	32222379	+
1	32334490	-
1	32336262	-
13	23888858	+
13	24501825	-
13	24913050	-
13	25287371	-
1	32539222	+
13	25738071	+
13	26052044	-
1	32651154	+
13	27251235	-
13	27251310	+
13	27251875	+
13	27969336	-
1	32817627	+
13	28659157	+
13	28662451	+
1	33037025	-
13	30465886	-
13	30744004	+
13	31161966	-
13	32315927	+
13	33818166	+
13	36819248	+
13	36819250	+
13	37000363	+
13	37000804	+
13	37747540	-
13	39038061	-
13	40771169	-
13	41060815	-
13	41061569	+
13	41263516	-
13	42286338	+
13	43055412	+
13	43055475	+
13	43062200	+
13	44989442	-
13	44989456	-
13	44989483	-
13	46052725	-
13	46490908	+
13	46797101	-
13	48037698	+
13	48090406	-
13	48095120	-
1	34859771	-
13	48976153	-
13	49247911	+
13	49444111	-
1	34985325	-
1	34985330	-
13	49936284	-
1	35031665	-
13	50909853	+
13	51584425	+
13	52012039	-
13	52194410	-
13	52652307	-
13	52652907	+
13	52652984	+
1	35268760	+
1	35641550	-
13	60163961	-
13	60397354	+
13	60638111	-
13	62018967	-
1	36374783	-
1	36450421	-
1	36464285	-
1	36464360	-
13	71867003	-
13	72727645	-
13	72727981	+
13	72781979	-
13	74133909	-
13	74133917	-
1	37513493	-
13	75560751	+
13	75760719	+
1	37595948	-
1	37595952	-
1	37690556	-
1	37692270	-
1	37692491	+
13	77697717	+
13	77919445	-
13	78603583	-
13	78659135	-
13	79406233	-
1	38012749	+
1	3900190	-
1	39026371	+
1	39026375	+
1	39026382	+
1	39104798	+
13	92752289	+
13	93227117	+
13	93227402	+
1	39408389	+
1	39438800	+
13	94596164	-
13	94601912	+
13	94605445	+
13	94712689	+
1	39559306	-
1	39740181	+
13	98019655	+
13	98143116	+
13	99496750	-
13	99496808	-
13	99981756	+
13	99981761	+
1	40040706	+
1	40060080	+
1	40862297	-
14	100055348	+
14	100361747	-
14	100366588	+
14	100376443	+
14	100417766	+
14	101678048	+
14	101731413	+
14	101809821	+
14	101948325	+
14	102087044	-
14	102317505	+
14	102317722	+
14	102359528	-
14	102376711	+
14	103057360	-
14	103334210	+
14	103561170	-
14	103915177	-
14	104681418	+
14	104724201	+
14	104753130	+
14	104970507	-
14	105021072	-
14	105420048	+
1	41918888	-
14	19337625	-
14	20301840	-
14	20343409	-
14	20413441	-
14	20455529	+
14	20469438	+
14	20472327	+
14	20472340	+
14	20609411	-
14	20990212	+
14	21308539	+
14	21456056	-
14	21476646	-
14	21511240	-
14	21526246	-
14	22589197	-
14	22598247	+
14	22887657	+
14	22929428	-
14	22929695	+
14	22976769	-
14	22976817	-
14	23035139	-
14	23035145	-
14	23035155	-
14	23071583	-
14	23095438	-
14	23095539	+
14	23321967	+
14	23470930	+
14	23556182	+
14	23953757	+
14	23953758	+
14	24140994	-
14	24141542	-
14	24147296	-
14	24232381	-
14	24232465	+
14	24242271	-
14	24242303	-
14	24271059	-
14	24271234	+
14	24271235	+
14	24299862	+
14	24443043	+
14	24443062	+
1	42482067	+
14	26597806	-
1	42682394	+
14	28766761	+
1	42958635	-
14	30521252	-
14	31420582	-
14	31561422	+
14	31561424	+
1	43172301	-
14	32006858	+
14	32076619	-
14	32077042	+
14	32090558	+
14	32418372	+
1	43367713	-
14	34435268	-
14	34539686	-
14	34609723	-
14	34713717	-
14	34982503	-
14	34983040	+
14	35046366	+
14	35122234	-
1	43653173	+
14	36661870	+
14	37172595	-
14	37595276	-
14	39103120	-
14	39114271	+
14	39233872	+
14	39432166	-
1	43946962	+
1	43946966	+
1	43969987	+
1	43974622	+
1	44405134	+
14	44961898	-
14	45084211	+
14	45135997	+
1	44631955	+
1	44651144	+
1	44721856	-
1	44721877	-
1	44721903	-
1	44731122	-
1	44739862	+
1	44775561	+
14	49586396	-
14	49586413	-
14	49598985	+
14	49598991	+
14	49623098	+
14	49688241	-
14	49852836	-
14	49862794	-
14	49863031	+
14	49993095	-
1	45011282	-
1	45012144	+
1	45012228	+
1	45015470	+
14	50321358	+
14	50831141	-
14	50944366	-
14	51240283	+
14	51651603	-
14	51651947	+
14	52695750	-
14	52707251	+
1	45326875	+
1	45340206	+
14	53850822	-
14	53953395	-
14	53953411	-
14	54397042	+
14	55027080	-
14	55027257	+
14	55027407	+
1	45518998	-
1	45519025	-
1	45519031	-
1	45519045	-
1	45521895	-
1	45521913	-
1	45521920	-
14	55229276	+
14	55411858	-
14	55580242	+
1	45584045	+
1	45584086	+
1	45688163	+
14	56978869	+
14	57268996	+
14	57269068	+
14	57269072	+
1	45746411	-
14	58239971	-
14	58244808	+
14	58244890	+
14	58298536	+
14	58427212	-
14	58456139	+
14	59363720	+
14	59484030	-
14	59484381	-
14	59487739	+
14	60164758	-
14	60397737	+
14	60724325	-
14	61721510	-
1	46180532	+
1	46303661	+
1	46303691	+
1	46344817	+
14	63543342	-
14	63641841	-
14	63642499	+
14	64338614	-
14	64388328	+
1	46441201	+
1	46442874	+
14	64880000	-
1	46489809	+
14	64914428	+
14	64942772	-
14	64942781	-
14	64942864	-
14	64986912	+
14	64986920	+
1	46643369	-
14	66507887	-
1	46668339	-
14	67199196	+
14	67359856	-
14	67360412	+
14	67619894	+
14	67653743	-
14	67674621	-
14	67674645	-
14	67823581	+
14	68125534	-
14	68947922	-
14	68979280	-
14	69398294	-
14	69767127	+
